branch,document_id,criterion_id,item_uid,clause_id,path,entity_type,entity_text,operator,value_type,value,unit,computability,evidence_text,layer1a_issues,layer1b_flags,layer1c_warnings,layer1d_issues,all_layer1_codes,layer1_policy_bucket,layer1_policy_severity,layer1_policy_action_hint,layer1_policy_reasons,layer1_policy_score,layer1_policy_hard_issue_count,layer1_policy_execution_issue_count
A,NCT00461136,NCT00461136_exc__item8_C2,NCT00461136_exc__item8,C2,exclusion_criteria.children[7].children[1],lab,New York Heart Association (NYHA),exists,null,,,computable,New York Heart Association (NYHA) Class II-IV,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item9_C1,NCT00461136_exc__item9,C1,exclusion_criteria.children[8].children[0],condition,myocardial infarction,exists,null,,,partial,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT00461136,NCT00461136_exc__item9_C2,NCT00461136_exc__item9,C2,exclusion_criteria.children[8].children[1],condition,unstable angina pectoris,exists,null,,,partial,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT00461136,NCT00461136_exc__item9_C3,NCT00461136_exc__item9,C3,exclusion_criteria.children[8].children[2],procedure,coronary bypass surgery,exists,null,,,partial,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT00461136,NCT00461136_exc__item9_C4,NCT00461136_exc__item9,C4,exclusion_criteria.children[8].children[3],procedure,percutaneous coronary intervention (PCI),exists,null,,,partial,"History of myocardial infarction, unstable angina pectoris, coronary bypass surgery, or any percutaneous coronary intervention (PCI) during the 6 months prior to Visit 1",,,temporal_anchor_mismatch_from_source,,layer1c:temporal_anchor_mismatch_from_source,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:temporal_anchor_mismatch_from_source,1.0,1,0
A,NCT00461136,NCT00461136_exc__item10_C1,NCT00461136_exc__item10,C1,exclusion_criteria.children[9].children[0],condition,Second or third degree heart block,exists,null,,,computable,Second or third degree heart block,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item10_C2,NCT00461136_exc__item10,C2,exclusion_criteria.children[9].children[1].children[0],condition,Second or third degree heart block,exists,null,,,computable,third degree heart block,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item10_C3,NCT00461136_exc__item10,C3,exclusion_criteria.children[9].children[1].children[1],other,pacemaker,not_exists,null,,,computable,without a pacemaker,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item11_C1,NCT00461136_exc__item11,C1,exclusion_criteria.children[10].children[0],condition,arrhythmia,exists,null,,,computable,Concurrent potentially life threatening arrhythmia,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item11_C2,NCT00461136_exc__item11,C2,exclusion_criteria.children[10].children[1],condition,arrhythmia,exists,null,,,computable,symptomatic arrhythmia,,duplicate_identical_leaf,,,layer1b:duplicate_identical_leaf,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item12_C1,NCT00461136_exc__item12,C1,exclusion_criteria.children[11],condition,valvular heart disease,exists,null,,,computable,Clinically significant valvular heart disease,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item13_C1,NCT00461136_exc__item13,C1,exclusion_criteria.children[12],condition,Type 1 diabetes mellitus,exists,null,,,computable,Type 1 diabetes mellitus,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item14_C1,NCT00461136_exc__item14,C1,exclusion_criteria.children[13].children[0],condition,Type II diabetes mellitus,exists,null,,,computable,Uncontrolled Type II diabetes mellitus,,,critical_qualifier_missing_from_entity,,layer1c:critical_qualifier_missing_from_entity,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:critical_qualifier_missing_from_entity,1.0,1,0
A,NCT00461136,NCT00461136_exc__item14_C2,NCT00461136_exc__item14,C2,exclusion_criteria.children[13].children[1],lab,Hemaglobin subtype A1C (HbA1C),>,scalar,1,,computable,Hemaglobin subtype A1C (HbA1C) >11 %,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item15_C1,NCT00461136_exc__item15,C1,exclusion_criteria.children[14].children[0],condition,malignancy,exists,null,,,partial,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item15_C2,NCT00461136_exc__item15,C2,exclusion_criteria.children[14].children[1],condition,leukemia,exists,null,,,partial,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item15_C3,NCT00461136_exc__item15,C3,exclusion_criteria.children[14].children[2],condition,lymphoma,exists,null,,,partial,History of malignancy including leukemia and lymphoma (but not basal cell skin carcinoma) within the past five years,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item16_C1,NCT00461136_exc__item16,C1,exclusion_criteria.children[15].children[0],procedure,participation in any clinical investigation,exists,null,,,partial,Participation in any clinical investigation within 4 weeks prior to dosing,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item16_C2,NCT00461136_exc__item16,C2,exclusion_criteria.children[15].children[1],other,participation in any clinical investigation longer than 4 weeks prior to dosing if required by local regulation,exists,null,,,partial,or longer if required by local regulation,,,condition_context_present_without_handling,exception_or_condition_clause_without_context_handling,layer1c:condition_context_present_without_handling;layer1d:exception_or_condition_clause_without_context_handling,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:condition_context_present_without_handling|exception_or_condition_clause_without_context_handling,1.0,2,0
A,NCT00461136,NCT00461136_exc__item17_C1,NCT00461136_exc__item17,C1,exclusion_criteria.children[16].children[0],other,donation of 400 mL or more of blood within 8 weeks prior to dosing,exists,null,,,partial,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item17_C2,NCT00461136_exc__item17,C2,exclusion_criteria.children[16].children[1],other,loss of 400 mL or more of blood within 8 weeks prior to dosing,exists,null,,,partial,Donation or loss of 400 mL or more of blood within 8 weeks prior to dosing.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item18_C1,NCT00461136_exc__item18,C1,exclusion_criteria.children[17],condition,significant illness,exists,null,,,partial,Significant illness within the two weeks prior to dosing.,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C1,NCT00461136_exc__item19,C1,exclusion_criteria.children[18].children[0],condition,Any surgical condition which might significantly alter the absorption of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C2,NCT00461136_exc__item19,C2,exclusion_criteria.children[18].children[1],condition,Any medical condition which might significantly alter the absorption of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C3,NCT00461136_exc__item19,C3,exclusion_criteria.children[18].children[2],condition,Any surgical condition which might significantly alter the distribution of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C4,NCT00461136_exc__item19,C4,exclusion_criteria.children[18].children[3],condition,Any medical condition which might significantly alter the distribution of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C5,NCT00461136_exc__item19,C5,exclusion_criteria.children[18].children[4],condition,Any surgical condition which might significantly alter the metabolism of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C6,NCT00461136_exc__item19,C6,exclusion_criteria.children[18].children[5],condition,Any medical condition which might significantly alter the metabolism of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C7,NCT00461136_exc__item19,C7,exclusion_criteria.children[18].children[6],condition,Any surgical condition which might significantly alter the excretion of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item19_C8,NCT00461136_exc__item19,C8,exclusion_criteria.children[18].children[7],condition,Any medical condition which might significantly alter the excretion of study drugs,exists,null,,,partial,"Any surgical or medical condition which might significantly alter the absorption, distribution, metabolism, or excretion of study drugs",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item20_C1,NCT00461136_exc__item20,C1,exclusion_criteria.children[19].children[0],procedure,gastrectomy,exists,null,,,computable,"History of major gastrointestinal tract surgery such as gastrectomy, gastroenterostomy, or bowel resection",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item20_C2,NCT00461136_exc__item20,C2,exclusion_criteria.children[19].children[1],procedure,gastroenterostomy,exists,null,,,computable,"History of major gastrointestinal tract surgery such as gastrectomy, gastroenterostomy, or bowel resection",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item20_C3,NCT00461136_exc__item20,C3,exclusion_criteria.children[19].children[2],procedure,bowel resection,exists,null,,,computable,"History of major gastrointestinal tract surgery such as gastrectomy, gastroenterostomy, or bowel resection",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C1,NCT00461136_exc__item21,C1,exclusion_criteria.children[20].children[0],condition,currently active inflammatory bowel disease,exists,null,,,partial,Currently active or previously active inflammatory bowel disease during the 12 months prior to Visit 1,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C2,NCT00461136_exc__item21,C2,exclusion_criteria.children[20].children[1],condition,previously active inflammatory bowel disease,exists,null,,,partial,Currently active or previously active inflammatory bowel disease during the 12 months prior to Visit 1,,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C3,NCT00461136_exc__item21,C3,exclusion_criteria.children[20].children[2],condition,currently active gastritis,exists,null,,,partial,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C4,NCT00461136_exc__item21,C4,exclusion_criteria.children[20].children[3],condition,currently active duodenal ulcers,exists,null,,,partial,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C5,NCT00461136_exc__item21,C5,exclusion_criteria.children[20].children[4],condition,currently active gastric ulcers,exists,null,,,partial,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item21_C6,NCT00461136_exc__item21,C6,exclusion_criteria.children[20].children[5],condition,currently active gastrointestinal/rectal bleeding,exists,null,,,partial,"Currently active gastritis, duodenal or gastric ulcers, or gastrointestinal/rectal bleeding during the 3 months prior to Visit 1.",,,,,,no_layer1_issue,none,continue_to_layer2,,0.0,0,0
A,NCT00461136,NCT00461136_exc__item22_C1,NCT00461136_exc__item22,C1,exclusion_criteria.children[21].children[0],condition,pancreatic injury,exists,null,,,computable,"Any history of pancreatic injury, pancreatitis or evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase",,,categorical_value_missing,,layer1c:categorical_value_missing,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing,1.0,1,0
A,NCT00461136,NCT00461136_exc__item22_C2,NCT00461136_exc__item22,C2,exclusion_criteria.children[21].children[1],condition,pancreatitis,exists,null,,,computable,"Any history of pancreatic injury, pancreatitis or evidence of impaired pancreatic function/injury as indicated by abnormal lipase or amylase",,,categorical_value_missing,,layer1c:categorical_value_missing,hard_or_semantic_layer1_issue,high,mandatory_rescue_or_review_candidate,high_semantic:categorical_value_missing,1.0,1,0
