plan_id,branch_to_update,criterion_id,final_decision,selected_source,apply_status,apply_action,skip_reason,changed_fields,old_entity_text,new_entity_text,old_operator,new_operator,old_value_type,new_value_type,old_value,new_value,old_unit,new_unit,old_computability,new_computability,local_validation_status,local_validation_reasons,decision,old_negated,new_negated,selection_reason,confidence
A__NCT00461136_inc__item7_C3__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",patients must be willing to discontinue all Angiotensin receptor blocker (ARB) medications for the duration of the study,willing to discontinue all Angiotensin receptor blocker (ARB) medications,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C4__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C4,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",patients must be medically able to discontinue all Angiotensin receptor blocker (ARB) medications for the duration of the study,medically able to discontinue all Angiotensin receptor blocker (ARB) medications,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C5__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C5,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",patients must be willing to discontinue all aldosterone receptor antagonist medications for the duration of the study,willing to discontinue all aldosterone receptor antagonist medications,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C6__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C6,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",patients must be medically able to discontinue all aldosterone receptor antagonist medications for the duration of the study,medically able to discontinue all aldosterone receptor antagonist medications,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C7__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C7,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",patients must be willing to discontinue all potassium sparing diuretic medications for the duration of the study,willing to discontinue all potassium sparing diuretic medications,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item7_C8__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item7_C8,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""computability"", ""non_computable_reason""]",patients must be medically able to discontinue all potassium sparing diuretic medications for the duration of the study,medically able to discontinue all potassium sparing diuretic medications,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00461136_inc__item9_C1__A_main_llm_rescue__entity_regrounding,A,NCT00461136_inc__item9_C1,select_candidate,B_dejure_best,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",able to provide written informed consent prior to study participation,provide written informed consent prior to study participation,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; corresponding Branch B was also routed to De Jure rescue. Using validated Branch B result from source=LLM_candidate_1.,high
A__NCT00625742_exc__item5_C1__A_main_llm_rescue__entity_type_reclassification,A,NCT00625742_exc__item5_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",are unable to walk,unable to walk,exists,exists,null,null,,,,,non_computable,computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00904202_exc__item1_C2__A_main_llm_rescue__entity_regrounding,A,NCT00904202_exc__item1_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],"in the opinion of the investigator, the neurological condition would interfere with their ability to participate in the study","in the opinion of the investigator, the neurological condition would interfere with their ability to participate in the study",exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00904202_exc__item2_C2__A_main_llm_rescue__entity_regrounding,A,NCT00904202_exc__item2_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],the lidocaine-containing product could not be discontinued while receiving lidocaine,the lidocaine-containing product could not be discontinued while receiving lidocaine,exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,"Branch A was flagged; corresponding Branch B was routed to De Jure rescue, but no validated De Jure replacement was available. Falling back to raw B_current as the semantic substitute for Branch A, subject to local validation.",low
A__NCT00904202_inc__item4_C1__A_main_llm_rescue__entity_type_reclassification,A,NCT00904202_inc__item4_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],CRPS,CRPS,exists,exists,null,null,,,,,computable,computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00917891_exc__item12_C1__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item12_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",disease,serious acute disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00917891_exc__item12_C2__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item12_C2,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",disease,serious chronic disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00917891_exc__item12_C3__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item12_C3,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""computability"", ""non_computable_reason""]",disease,serious progressive disease,exists,exists,null,null,,,,,computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00917891_exc__item13_C2__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item13_C2,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],"any condition(s) that, in the opinion of the investigator, might interfere with evaluation of the study objectives","any condition(s) that, in the opinion of the investigator, might interfere with evaluation of the study objectives",exists,exists,null,null,,,,,partial,partial,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00917891_exc__item3_C1__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item3_C1,human_review,B_current,skipped,no_update,not_applicable_final_decision:human_review,[],participated in any other research study within 60 days prior to screening,participated in any other research study within 60 days prior to screening,exists,exists,null,null,,,,,non_computable,non_computable,fail,"[""entity_text_not_in_source_context""]",human_review,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,low
A__NCT00917891_exc__item4_C1__A_main_llm_rescue__entity_regrounding,A,NCT00917891_exc__item4_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""entity_type"", ""history_context"", ""computability"", ""non_computable_reason""]",previously participated in any HIV vaccine study,participated in any HIV vaccine study,exists,exists,null,null,,,,,non_computable,partial,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
A__NCT00917891_inc__item11_C1__A_main_llm_rescue__entity_regrounding,A,NCT00917891_inc__item11_C1,select_candidate,B_current,applied,apply_selected_candidate_leaf,,"[""entity_text"", ""temporal_context"", ""non_computable_reason""]",willing to answer acceptability questionnaires throughout the study,willing to answer acceptability questionnaires,exists,exists,null,null,,,,,non_computable,non_computable,pass,[],select_candidate,,,Branch A was flagged; Branch B was not in the De Jure rescue subset. Using Branch B current leaf as the semantic substitute without a new Branch A LLM call.,medium
